provider_id,provider_name,npi,dea,specialty_concept_id,care_site_id,year_of_birth,gender_concept_id,provider_source_value,specialty_source_value,specialty_source_concept_id,gender_source_value,gender_source_concept_id
943,"Emmanuel E Craig, NP",1701223339,NA,NA,NA,NA,NA,60738124604,OTORHINOLARYNGOLOGY,NA,male,NA
517,"Orla L Noel, RPh",2451021717,NA,NA,NA,NA,NA,37848622440,NA,NA,female,NA
578,"Floriant A Gutierrez, NP",2574587081,NA,NA,NA,NA,NA,41033213833,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
198,Zenia B Dennis,2962756439,NA,NA,NA,NA,NA,19299576311,NA,NA,female,NA
1273,"Odette M Sims, NP",1051507539,NA,NA,NA,NA,NA,78056909967,OTORHINOLARYNGOLOGY,NA,female,NA
1283,"Nyssa V Moran, NP",1390705521,NA,NA,NA,NA,NA,78338806409,EMERGENCY MEDICINE,NA,female,NA
1529,"Kato D Salazar, PA-C",1923470700,NA,NA,NA,NA,NA,90625740377,NEUROLOGY,NA,male,NA
243,"Kyla S Powell, NP",1465232427,NA,NA,NA,NA,NA,22740469699,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1029,Holmes G Daniels,1962594329,NA,NA,NA,NA,NA,64323801600,NA,NA,male,NA
691,"Lydia A Lawrence, MD",1937742839,NA,NA,NA,NA,NA,48043837121,OTORHINOLARYNGOLOGY,NA,female,NA
1619,"Adena M Durham, PA-C",1961802012,NA,NA,NA,NA,NA,94246628412,ONCOLOGY,NA,female,NA
837,"Serge S Hale, MD",1128591086,NA,NA,NA,NA,NA,55738336717,INTERNAL MEDICINE,NA,male,NA
464,"Latifah J Reilly, PA-C",1130795378,NA,NA,NA,NA,NA,34871341351,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1217,"Ignatius K Garcia, NP",1686386317,NA,NA,NA,NA,NA,74417236935,CARDIOLOGY,NA,male,NA
731,"Venus W Anderson, MD",1862196324,NA,NA,NA,NA,NA,50427834413,OTORHINOLARYNGOLOGY,NA,female,NA
147,Sasha R Ferrell,1046239818,NA,NA,NA,NA,NA,17300610269,NA,NA,female,NA
894,"Dexter C Clark, PA-C",2891715498,NA,NA,NA,NA,NA,58515296751,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1122,"Theodore K Stafford, MD",2114206465,NA,NA,NA,NA,NA,69196445372,OTORHINOLARYNGOLOGY,NA,male,NA
195,Maite V Frederick,2478239318,NA,NA,NA,NA,NA,19205308722,NA,NA,female,NA
665,"Jonah G Freeman, NP",2954783979,NA,NA,NA,NA,NA,46152355037,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1202,"Amela G Baldwin, MD",1566616643,NA,NA,NA,NA,NA,73716974360,GASTROENTEROLOGY,NA,female,NA
232,"Whoopi V Rowe, RPh",2154839720,NA,NA,NA,NA,NA,21886217762,NA,NA,female,NA
397,"Blossom A Emerson, PA-C",1011350103,NA,NA,NA,NA,NA,31031290195,OTORHINOLARYNGOLOGY,NA,female,NA
1146,"Geraldine D Swanson, PA-C",2537617322,NA,NA,NA,NA,NA,70602156112,ONCOLOGY,NA,female,NA
865,Jemima Z Holloway,2052776495,NA,NA,NA,NA,NA,57022994191,NA,NA,female,NA
1036,"Barry E Pratt, MD",1039368368,NA,NA,NA,NA,NA,64623360182,SURGERY,NA,male,NA
1711,"Rosalie J Gentry, MD",2890472349,NA,NA,NA,NA,NA,99062869075,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
703,"Blossom S Massey, NP",1250248976,NA,NA,NA,NA,NA,48837597943,OTORHINOLARYNGOLOGY,NA,female,NA
1014,"Marc L Kent, NP",1174241685,NA,NA,NA,NA,NA,63923051255,EMERGENCY MEDICINE,NA,male,NA
97,Elijah F Molina,2547090379,NA,NA,NA,NA,NA,14842537898,NA,NA,male,NA
579,"Diereba K Brady, MD",1885507010,NA,NA,NA,NA,NA,41179813498,RHEUMATOLOGY,NA,female,NA
110,"Cheryl S Robinson, PA-C",2441355704,NA,NA,NA,NA,NA,15523382681,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
285,"Jacquot T Giles, NP",1086427281,NA,NA,NA,NA,NA,24835986280,OTORHINOLARYNGOLOGY,NA,male,NA
1074,Jakeem K Scott,2441713860,NA,NA,NA,NA,NA,66859152148,NA,NA,male,NA
426,"Denise S Castaneda, NP",1054918758,NA,NA,NA,NA,NA,33065922675,ONCOLOGY,NA,female,NA
270,"Sopoline A Joyner, MD",2745334199,NA,NA,NA,NA,NA,23946470728,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1018,"Caryn Y Hogan, MD",2182671350,NA,NA,NA,NA,NA,64017786035,OTORHINOLARYNGOLOGY,NA,female,NA
1078,Lawrence R Kinney,1525135354,NA,NA,NA,NA,NA,67096597917,NA,NA,male,NA
1213,"Jakeem M Wells, MD",1529240754,NA,NA,NA,NA,NA,74207066089,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
569,"Lillian M Bowman, NP",2438159747,NA,NA,NA,NA,NA,40427549213,OTORHINOLARYNGOLOGY,NA,female,NA
278,Nathalie C Cline,1151741178,NA,NA,NA,NA,NA,24342572326,NA,NA,female,NA
1597,"Chiquita B Wall, RPh",1573162136,NA,NA,NA,NA,NA,93501356874,NA,NA,female,NA
92,"Michelle S Payne, MD",1512470830,NA,NA,NA,NA,NA,14419957351,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1582,"Sopoline R Hendrix, MD",1571389566,NA,NA,NA,NA,NA,93049987589,OTORHINOLARYNGOLOGY,NA,female,NA
1413,"Jade K Vaughn, MD",2194887044,NA,NA,NA,NA,NA,85155906262,ONCOLOGY,NA,female,NA
919,"Zoé M Mayo, NP",1683428492,NA,NA,NA,NA,NA,59675478506,PULMONARY DISEASE,NA,female,NA
1145,Jeannotte S Norris,2515506554,NA,NA,NA,NA,NA,70552157747,NA,NA,female,NA
746,"Célina I Mayo, NP",1472129442,NA,NA,NA,NA,NA,51483390234,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1627,"Jermaine A Dorsey, NP",1960114278,NA,NA,NA,NA,NA,94794279982,OTORHINOLARYNGOLOGY,NA,male,NA
1051,"Caldwell R Brooks, MD",1510845629,NA,NA,NA,NA,NA,65343811112,EMERGENCY MEDICINE,NA,male,NA
545,Juliette M Stokes,2825302371,NA,NA,NA,NA,NA,39078266772,NA,NA,female,NA
1376,"Theodore O Parrish, MD",1190774107,NA,NA,NA,NA,NA,83452617405,SURGERY,NA,male,NA
805,"Ferdinand M Phelps, NP",2552001030,NA,NA,NA,NA,NA,54546032684,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
495,"Craig R Woodard, NP",1533175327,NA,NA,NA,NA,NA,36837199301,OTORHINOLARYNGOLOGY,NA,male,NA
297,"Hall P Harris, NP",2829349402,NA,NA,NA,NA,NA,25677376116,ONCOLOGY,NA,male,NA
240,"Paul C Pace, MD",2685666816,NA,NA,NA,NA,NA,22457019096,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1705,Xyla R Benton,2405359056,NA,NA,NA,NA,NA,98641920218,NA,NA,female,NA
1681,"Lillian A Sampson, MD",2422140679,NA,NA,NA,NA,NA,97348992783,OTORHINOLARYNGOLOGY,NA,female,NA
627,"Jamal G Deleon, NP",2192446892,NA,NA,NA,NA,NA,44144599815,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
817,"Idona V Drake, PA-C",2648610422,NA,NA,NA,NA,NA,54941494499,OTORHINOLARYNGOLOGY,NA,female,NA
1307,Ira G Mayo,2172096121,NA,NA,NA,NA,NA,79845498701,NA,NA,male,NA
930,"Candace L Fernandez, MD",2168549455,NA,NA,NA,NA,NA,60227064815,OB/GYN,NA,female,NA
366,"Whitney A Lucas, RPh",1329910101,NA,NA,NA,NA,NA,29209628866,NA,NA,female,NA
76,"Haviva M Wells, MD",2812151666,NA,NA,NA,NA,NA,13584580337,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1498,"Stephen K Blackwell, MD",1063064370,NA,NA,NA,NA,NA,89377315023,OTORHINOLARYNGOLOGY,NA,male,NA
904,Claudia K Garza,1036127973,NA,NA,NA,NA,NA,59004556759,NA,NA,female,NA
456,"Angelica I Haney, PA-C",1401554447,NA,NA,NA,NA,NA,34711084465,ONCOLOGY,NA,female,NA
1267,"Fleur C Watts, MD",1776978874,NA,NA,NA,NA,NA,77720130394,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
230,"Robert C Houston, MD",2894494893,NA,NA,NA,NA,NA,21744377361,OTORHINOLARYNGOLOGY,NA,male,NA
272,Tad J Tyson,2954601254,NA,NA,NA,NA,NA,24124102758,NA,NA,male,NA
1088,"Steel F Travis, PA-C",2123019123,NA,NA,NA,NA,NA,67679273715,NEPHROLOGY,NA,male,NA
1422,"Omer D Mercado, PA-C",2945178180,NA,NA,NA,NA,NA,85547993531,EMERGENCY MEDICINE,NA,male,NA
540,"Luke V Dunlap, MD",2293084840,NA,NA,NA,NA,NA,38909750947,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
680,"Michèle M Williamson, NP",1105149536,NA,NA,NA,NA,NA,47096445417,OTORHINOLARYNGOLOGY,NA,female,NA
210,Candice A Middleton,2079538886,NA,NA,NA,NA,NA,20621252409,NA,NA,female,NA
525,"Pierre-Louis O Justice, PA-C",2793625225,NA,NA,NA,NA,NA,38426886001,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
701,"Hall X Trevino, MD",1942409051,NA,NA,NA,NA,NA,48693980043,OTORHINOLARYNGOLOGY,NA,male,NA
1435,"Olivier W Foley, NP",2885262986,NA,NA,NA,NA,NA,85917001746,ONCOLOGY,NA,male,NA
1437,Noelani M Hoover,1562469948,NA,NA,NA,NA,NA,86259108292,NA,NA,female,NA
212,"Ross V Hickman, MD",1970889901,NA,NA,NA,NA,NA,20690391208,SURGERY,NA,male,NA
305,"Tashya S Harper, MD",1009463728,NA,NA,NA,NA,NA,26293869420,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1066,"Perette K Kim, MD",2830234403,NA,NA,NA,NA,NA,66133299784,OTORHINOLARYNGOLOGY,NA,female,NA
1445,"Albert S Eaton, RPh",1859997924,NA,NA,NA,NA,NA,87107186199,NA,NA,male,NA
1635,Priscille A Acevedo,2851697744,NA,NA,NA,NA,NA,94986148327,NA,NA,female,NA
601,"Beatrice A Odonnell, MD",2366107437,NA,NA,NA,NA,NA,42510308278,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
393,"Alfonso P Church, PA-C",1289167080,NA,NA,NA,NA,NA,30839384308,OTORHINOLARYNGOLOGY,NA,male,NA
1241,Illiana J Thomas,1292172713,NA,NA,NA,NA,NA,76200680812,NA,NA,female,NA
1532,"James V Palmer, MD",2709297697,NA,NA,NA,NA,NA,90902905013,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1123,"Cyrus M Boyer, PA-C",1530937836,NA,NA,NA,NA,NA,69224338236,ONCOLOGY,NA,male,NA
339,"Hermione G Clark, NP",2716009622,NA,NA,NA,NA,NA,27677798201,OTORHINOLARYNGOLOGY,NA,female,NA
1187,Donovan L Kennedy,2061262453,NA,NA,NA,NA,NA,72794133136,NA,NA,male,NA
349,"Nicolas H Mendez, PA-C",2753598800,NA,NA,NA,NA,NA,28407579279,EMERGENCY MEDICINE,NA,male,NA
424,"Chanda A Higgins, PA-C",1413292044,NA,NA,NA,NA,NA,32818992414,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
190,"Lucie L Buck, NP",1903641585,NA,NA,NA,NA,NA,19055933717,OTORHINOLARYNGOLOGY,NA,female,NA
993,"Benjamin W Sweet, NP",1838375119,NA,NA,NA,NA,NA,62929372504,CARDIOLOGY,NA,male,NA
1220,Paulette K Pennington,2618627760,NA,NA,NA,NA,NA,74833139509,NA,NA,female,NA
1340,"Adrien S Roberson, MD",1729391845,NA,NA,NA,NA,NA,81335152586,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
340,"Andrée M Olson, PA-C",2210435000,NA,NA,NA,NA,NA,27751213293,OTORHINOLARYNGOLOGY,NA,female,NA
550,"Noel P Ortiz, PA-C",1299520641,NA,NA,NA,NA,NA,39224082516,ONCOLOGY,NA,female,NA
350,"Kirk C Olsen, RPh",1084704095,NA,NA,NA,NA,NA,28444177427,NA,NA,male,NA
1037,Brennan C Kent,2394584284,NA,NA,NA,NA,NA,64628815761,NA,NA,male,NA
263,"Nicolas G Woods, MD",1547220002,NA,NA,NA,NA,NA,23655150970,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
747,"Karly T Collier, MD",1709007999,NA,NA,NA,NA,NA,51508129008,OTORHINOLARYNGOLOGY,NA,female,NA
1409,"Giles P Berry, PA-C",2029316185,NA,NA,NA,NA,NA,84815675573,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
822,Hamish B Mitchell,1406558070,NA,NA,NA,NA,NA,55224182180,NA,NA,male,NA
42,"Odessa N Emerson, NP",2141255477,NA,NA,NA,NA,NA,11945341792,SURGERY,NA,female,NA
1407,"James C Moses, MD",1062615107,NA,NA,NA,NA,NA,84783042414,OTORHINOLARYNGOLOGY,NA,male,NA
1536,"Gilbert G Watts, MD",1584594327,NA,NA,NA,NA,NA,90994158261,HEMATOLOGY,NA,male,NA
37,"Noble H Montoya, NP",2526476540,NA,NA,NA,NA,NA,11767682019,PULMONARY DISEASE,NA,male,NA
415,"Amethyst H Savage, MD",2893900379,NA,NA,NA,NA,NA,32270759340,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1310,Teegan N Robbins,1891901801,NA,NA,NA,NA,NA,79901483390,NA,NA,female,NA
1724,"Célestine O Langley, NP",1713575130,NA,NA,NA,NA,NA,99749848250,OTORHINOLARYNGOLOGY,NA,female,NA
1406,"Thibault W Rose, NP",2522026273,NA,NA,NA,NA,NA,84708040001,ONCOLOGY,NA,male,NA
897,"Harlan G Harmon, NP",1826879841,NA,NA,NA,NA,NA,58622066319,EMERGENCY MEDICINE,NA,male,NA
1467,"Roland A Stone, NP",1237590292,NA,NA,NA,NA,NA,88036589484,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
574,"Amanda A Morris, NP",2011356322,NA,NA,NA,NA,NA,40688459251,NEUROLOGY,NA,female,NA
1311,"Dora A Pennington, NP",2482531429,NA,NA,NA,NA,NA,79975847912,OTORHINOLARYNGOLOGY,NA,female,NA
646,Monique M Ramos,1564603593,NA,NA,NA,NA,NA,45073340567,NA,NA,female,NA
1028,"Miranda M Guzman, MD",2206765055,NA,NA,NA,NA,NA,64313294756,INTERNAL MEDICINE,NA,female,NA
625,"Elizabeth K Nash, PA-C",1525886881,NA,NA,NA,NA,NA,44091210228,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
598,"Felix T Stuart, MD",2599149222,NA,NA,NA,NA,NA,42218971771,OTORHINOLARYNGOLOGY,NA,male,NA
849,Jeanette A Slater,1534574973,NA,NA,NA,NA,NA,56213641202,NA,NA,female,NA
1520,"Tate M Hanson, RPh",1591346265,NA,NA,NA,NA,NA,90227633984,NA,NA,male,NA
667,"Denise A Jacobson, MD",1879379749,NA,NA,NA,NA,NA,46304009838,GASTROENTEROLOGY,NA,female,NA
718,"Yani C Stephens, MD",2613207584,NA,NA,NA,NA,NA,49899497455,ONCOLOGY,NA,male,NA
237,"Grégoire D Crosby, NP",1124358621,NA,NA,NA,NA,NA,22207180844,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
427,"Kylee N Burch, PA-C",1680460027,NA,NA,NA,NA,NA,33093150932,OTORHINOLARYNGOLOGY,NA,female,NA
1232,Liberty B Chen,1526284995,NA,NA,NA,NA,NA,75554473264,NA,NA,female,NA
1042,"Giraud B Mendoza, MD",2166672663,NA,NA,NA,NA,NA,64867683173,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
50,"Chanda S Ware, NP",2810028429,NA,NA,NA,NA,NA,12249582674,OTORHINOLARYNGOLOGY,NA,female,NA
800,Ali T Sherman,2981678952,NA,NA,NA,NA,NA,54331505509,NA,NA,male,NA
445,"Xander D Mcconnell, MD",2778828851,NA,NA,NA,NA,NA,34054048519,SURGERY,NA,male,NA
584,"Linda M Marks, PA-C",1496469436,NA,NA,NA,NA,NA,41644354277,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
119,"Price M Atkinson, NP",1144818802,NA,NA,NA,NA,NA,16011117630,OTORHINOLARYNGOLOGY,NA,male,NA
1269,"Shay C Hopper, MD",1594638395,NA,NA,NA,NA,NA,77889609165,RHEUMATOLOGY,NA,female,NA
46,"Cade C Delgado, NP",2016081594,NA,NA,NA,NA,NA,12084146008,OB/GYN,NA,male,NA
1230,"Cailin M Ferguson, NP",2065532422,NA,NA,NA,NA,NA,75459254582,ONCOLOGY,NA,female,NA
1101,Philip G Pennington,1271067538,NA,NA,NA,NA,NA,68316556986,NA,NA,male,NA
1072,"Scarlett S Dominguez, NP",2948066127,NA,NA,NA,NA,NA,66681716379,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
975,"Martine W Camacho, NP",1388908269,NA,NA,NA,NA,NA,62113947250,EMERGENCY MEDICINE,NA,female,NA
610,"Neil M Chang, NP",2139316950,NA,NA,NA,NA,NA,43114884223,OTORHINOLARYNGOLOGY,NA,male,NA
781,Tristan E Joyner,2006771378,NA,NA,NA,NA,NA,53364337003,NA,NA,male,NA
893,"Nanette M Gay, RPh",1337168379,NA,NA,NA,NA,NA,58501853192,NA,NA,female,NA
1013,"Jordan Y Barton, PA-C",2665412389,NA,NA,NA,NA,NA,63912402205,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
789,"Tashya A Singleton, NP",1335905616,NA,NA,NA,NA,NA,53689188464,OTORHINOLARYNGOLOGY,NA,female,NA
1474,Thomas K Ball,1259672283,NA,NA,NA,NA,NA,88518664273,NA,NA,male,NA
839,"Juliette W Suarez, MD",2059637146,NA,NA,NA,NA,NA,55837366660,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
363,"Calista L Woods, PA-C",2036657423,NA,NA,NA,NA,NA,29017654144,OTORHINOLARYNGOLOGY,NA,female,NA
1695,"Jerome B Hickman, NP",2768024040,NA,NA,NA,NA,NA,98106235672,ONCOLOGY,NA,male,NA
618,"Xander D Montoya, MD",2379907146,NA,NA,NA,NA,NA,43642067853,PSYCHOLOGY,NA,male,NA
73,Nina A Aguirre,1734806803,NA,NA,NA,NA,NA,13413034556,NA,NA,female,NA
1452,"Jean-Maxime G Leblanc, PA-C",1765461882,NA,NA,NA,NA,NA,87398035866,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
316,"Adara D Booker, NP",2574247116,NA,NA,NA,NA,NA,26650492177,OTORHINOLARYNGOLOGY,NA,female,NA
1656,"Alma E Allen, PA-C",1086478110,NA,NA,NA,NA,NA,96029167012,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
921,Thomas O Solis,2194294738,NA,NA,NA,NA,NA,59720449620,NA,NA,male,NA
1223,"Imani H Brennan, NP",2329834705,NA,NA,NA,NA,NA,75027714868,OTORHINOLARYNGOLOGY,NA,female,NA
213,"Gatian P Melendez, NP",2154779090,NA,NA,NA,NA,NA,20694731097,EMERGENCY MEDICINE,NA,male,NA
1719,"Sara M Morris, NP",1885984581,NA,NA,NA,NA,NA,99513891101,ONCOLOGY,NA,female,NA
199,"Quynn M Bolton, NP",2393420779,NA,NA,NA,NA,NA,19324572590,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1683,Valérie J Rosario,2279889832,NA,NA,NA,NA,NA,97368642149,NA,NA,female,NA
481,"Zahir K Rich, MD",2800496933,NA,NA,NA,NA,NA,36049757042,OTORHINOLARYNGOLOGY,NA,male,NA
1722,"Isabelle E Hunt, PA-C",1512214352,NA,NA,NA,NA,NA,99679398186,SURGERY,NA,female,NA
482,"Nate R Foley, RPh",1804562732,NA,NA,NA,NA,NA,36145279429,NA,NA,male,NA
1142,"Chima J Salas, MD",2458517535,NA,NA,NA,NA,NA,70267156350,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1194,Emmanuelle M Terrell,2255309169,NA,NA,NA,NA,NA,73214663158,NA,NA,female,NA
775,"Rachel A Edwards, PA-C",2877059986,NA,NA,NA,NA,NA,53125593633,OTORHINOLARYNGOLOGY,NA,female,NA
1189,"Macaire J Hurst, MD",1842009886,NA,NA,NA,NA,NA,72870823077,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1358,"Desirae B Ortega, MD",1172031906,NA,NA,NA,NA,NA,82413517039,NEPHROLOGY,NA,female,NA
246,Avram M Oneal,2865082180,NA,NA,NA,NA,NA,22851418757,NA,NA,male,NA
745,"Samson F Wagner, MD",2041309465,NA,NA,NA,NA,NA,51287173225,OTORHINOLARYNGOLOGY,NA,male,NA
1192,"Leroy H Haley, MD",2892541554,NA,NA,NA,NA,NA,73107306280,ONCOLOGY,NA,male,NA
1071,"Solomon S Monroe, NP",2571719737,NA,NA,NA,NA,NA,66653353795,CARDIOLOGY,NA,male,NA
166,"Jean-Michel M Hart, MD",1492836547,NA,NA,NA,NA,NA,18206063010,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1135,"Whoopi A Tate, PA-C",1705154985,NA,NA,NA,NA,NA,69989251206,OTORHINOLARYNGOLOGY,NA,female,NA
353,Latifah D Kirby,1056181892,NA,NA,NA,NA,NA,28626884512,NA,NA,female,NA
1676,"Quyn H Anderson, MD",1176781571,NA,NA,NA,NA,NA,97193374160,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1181,"Cyrus L Patton, MD",1351045420,NA,NA,NA,NA,NA,72248910409,OTORHINOLARYNGOLOGY,NA,male,NA
831,Jacqueline N Fisher,1629375914,NA,NA,NA,NA,NA,55532447493,NA,NA,female,NA
462,"Margaud Q Levy, PA-C",2795846712,NA,NA,NA,NA,NA,34847293459,PULMONARY DISEASE,NA,female,NA
906,"Kamal O Castillo, PA-C",1100147113,NA,NA,NA,NA,NA,59121220441,EMERGENCY MEDICINE,NA,male,NA
79,"Marcelle T Buchanan, MD",2221422724,NA,NA,NA,NA,NA,13709901371,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1157,"Gascalon W Curtis, MD",1444062077,NA,NA,NA,NA,NA,71032333635,ONCOLOGY,NA,male,NA
1329,"Abigail L Mcclain, RPh",2444353482,NA,NA,NA,NA,NA,80726730895,NA,NA,female,NA
698,"Timmy S Mckinney, MD",2562801288,NA,NA,NA,NA,NA,48547882150,OTORHINOLARYNGOLOGY,NA,male,NA
801,Leila F Cervantes,2748076086,NA,NA,NA,NA,NA,54381664023,NA,NA,female,NA
1707,"Allen L Chandler, NP",1977439387,NA,NA,NA,NA,NA,98703733121,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1386,"Keefe T Ochoa, PA-C",2930020017,NA,NA,NA,NA,NA,83996006645,ENDOCRINOLOGY,NA,male,NA
1197,"Natalie D Velazquez, PA-C",2802681607,NA,NA,NA,NA,NA,73393680294,OTORHINOLARYNGOLOGY,NA,female,NA
1654,"Shannon B Maynard, NP",2875297596,NA,NA,NA,NA,NA,95941775856,SURGERY,NA,female,NA
144,Colleen M Vazquez,1299756716,NA,NA,NA,NA,NA,17256287293,NA,NA,female,NA
1457,"Macaire M French, MD",2916011592,NA,NA,NA,NA,NA,87544384125,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
1268,"Paula P Steele, PA-C",2937790182,NA,NA,NA,NA,NA,77723461733,OTORHINOLARYNGOLOGY,NA,female,NA
60,"Leonard M Conrad, PA-C",2890215029,NA,NA,NA,NA,NA,12659042363,ONCOLOGY,NA,male,NA
872,Mira E Mcmahon,2555824388,NA,NA,NA,NA,NA,57281836002,NA,NA,female,NA
1674,"Len T Witt, NP",1448567469,NA,NA,NA,NA,NA,97154447005,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
769,"Gaspard C Wiggins, MD",2321383438,NA,NA,NA,NA,NA,52952337329,OTORHINOLARYNGOLOGY,NA,male,NA
587,Jaden H Pugh,2767094622,NA,NA,NA,NA,NA,41666242591,NA,NA,female,NA
420,"Samson A Hernandez, NP",1709746075,NA,NA,NA,NA,NA,32604001840,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
374,"Jonathan Z Oneal, MD",1406594208,NA,NA,NA,NA,NA,29607644216,OTORHINOLARYNGOLOGY,NA,male,NA
979,"Noël E Sexton, RPh",1602879700,NA,NA,NA,NA,NA,62379949050,NA,NA,male,NA
585,"Anthony Y Allen, NP",2893398764,NA,NA,NA,NA,NA,41652051747,EMERGENCY MEDICINE,NA,male,NA
1606,Christopher J Russell,2622331797,NA,NA,NA,NA,NA,93812742523,NA,NA,male,NA
1314,"Terrance M Walker, NP",1178151997,NA,NA,NA,NA,NA,80068062912,FAMILY PRACTICE/PRIMARY CARE,NA,male,NA
998,"Tobin B Murphy, PA-C",2761440789,NA,NA,NA,NA,NA,63207715869,OTORHINOLARYNGOLOGY,NA,male,NA
275,"MacKenzie M Wilder, PA-C",2064411594,NA,NA,NA,NA,NA,24252220076,OB/GYN,NA,female,NA
861,"Benjamin C Randolph, PA-C",1645782846,NA,NA,NA,NA,NA,56868872804,ONCOLOGY,NA,male,NA
1280,"Kay R Sweet, NP",1464767209,NA,NA,NA,NA,NA,78300254868,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1723,Arden A Bray,2299989703,NA,NA,NA,NA,NA,99722433787,NA,NA,male,NA
1548,"Amethyst U Rosario, MD",1750011585,NA,NA,NA,NA,NA,91377849969,OTORHINOLARYNGOLOGY,NA,female,NA
161,"Kaitlin H Steele, NP",1877738060,NA,NA,NA,NA,NA,17825803572,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
256,Claire M Vang,1827060300,NA,NA,NA,NA,NA,23304056248,NA,NA,female,NA
655,"Sara K Scott, PA-C",1023552415,NA,NA,NA,NA,NA,45507464906,OTORHINOLARYNGOLOGY,NA,female,NA
1440,"Edward Z Ryan, NP",1547545317,NA,NA,NA,NA,NA,86570975976,SURGERY,NA,male,NA
1591,"Beatrice D Delaney, NP",1059928646,NA,NA,NA,NA,NA,93223140484,NEUROLOGY,NA,female,NA
870,"Aurore E Yates, PA-C",1849117658,NA,NA,NA,NA,NA,57239110954,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1177,"Gaspar T Cooley, PA-C",2922720541,NA,NA,NA,NA,NA,72035778744,HEMATOLOGY,NA,male,NA
1537,"Christian N Sandoval, MD",2707859951,NA,NA,NA,NA,NA,91068172829,ONCOLOGY,NA,male,NA
1270,Olivier N Merritt,1532724927,NA,NA,NA,NA,NA,78030039818,NA,NA,male,NA
1667,"Emily A Bradford, MD",1352077620,NA,NA,NA,NA,NA,96648017080,OTORHINOLARYNGOLOGY,NA,female,NA
980,"Suzanne P Tucker, NP",1643268483,NA,NA,NA,NA,NA,62380186800,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
1717,"Jin C Tyson, MD",2699135378,NA,NA,NA,NA,NA,99385185015,OTORHINOLARYNGOLOGY,NA,male,NA
19,Benjamin P Branch,1700539537,NA,NA,NA,NA,NA,11090210263,NA,NA,male,NA
1240,"Stone L Marks, RPh",1713968129,NA,NA,NA,NA,NA,76113963442,NA,NA,male,NA
1162,"Jackson F Baxter, PA-C",1980518706,NA,NA,NA,NA,NA,71254260598,EMERGENCY MEDICINE,NA,male,NA
652,"Paule Q Vargas, PA-C",1119094231,NA,NA,NA,NA,NA,45313486093,FAMILY PRACTICE/PRIMARY CARE,NA,female,NA
226,"Riley L Mcgowan, MD",2940183862,NA,NA,NA,NA,NA,21616604929,OTORHINOLARYNGOLOGY,NA,female,NA
